Review,Rating,price,purchase_decision,Review_Tokenized
"Wajar si murah 3.000 perpcs isiannya dikit sewajar harga segitu . Rasanya cuman pedas kurang gurih kencurnya mungkin aku kebanyakan air,4.0,3400.0,Y,""['wajar', 'si', 'murah', 'perpcs', 'isiannya', 'dikit', 'sewajar', 'harga', 'segitu', 'rasanya', 'cuman', 'pedas', 'kurang', 'gurih', 'kencurnya', 'mungkin', 'aku', 'kebanyakan', 'air']"""
"Kualitas produk: Packing rapih, bersih.
Dapet bonus siomay kering, terimakasih kak.
Maju terus tokonya..,5.0,3400.0,Y,""['kualitas', 'produk', 'packing', 'rapih', 'bersih', 'dapet', 'bonus', 'siomay', 'kering', 'terimakasih', 'kak', 'maju', 'terus', 'tokonya']"""
"Pengiriman cepet bgt, seller jg tamah, oke lah pokoknya,,5.0,3400.0,Y,""['pengiriman', 'cepet', 'bgt', 'seller', 'jg', 'tamah', 'oke', 'lah', 'pokoknya']"""
"baru pertama kali coba, insyaallah cocok di lidah/mulut saya

tetapi untuk pengiriman nya, cukup cepat dan ga ada yg rusak sekali punn,4.0,3400.0,Y,""['baru', 'pertama', 'kali', 'coba', 'insyaallah', 'cocok', 'di', 'lidahmulut', 'saya', 'tetapi', 'untuk', 'pengiriman', 'nya', 'cukup', 'cepat', 'dan', 'ga', 'ada', 'yg', 'rusak', 'sekali', 'punn']"""
"Produk sesuai aga kecewa karna ga dapet jeruk limau, tapi gapapa dibonusin snack lebih banyak sama kaka nya😊🙏,5.0,3400.0,Y,""['produk', 'sesuai', 'aga', 'kecewa', 'karna', 'ga', 'dapet', 'jeruk', 'limau', 'tapi', 'gapapa', 'dibonusin', 'snack', 'lebih', 'banyak', 'sama', 'kaka', 'nya']"""
"Packaging aman pengiriman cepat mudah²an sesuai ekspektasi enak, terimakasih
Kualitas produk: Terjamin bersih,4.0,3400.0,Y,""['packaging', 'aman', 'pengiriman', 'cepat', 'mudahan', 'sesuai', 'ekspektasi', 'enak', 'terimakasih', 'kualitas', 'produk', 'terjamin', 'bersih']"""
"Enak cuma baso aci na kecil banget terus ga ada isian nya tapi worth it buat Harga segitu 🤗,4.0,3400.0,Y,""['enak', 'cuma', 'baso', 'aci', 'na', 'kecil', 'banget', 'terus', 'ga', 'ada', 'isian', 'nya', 'tapi', 'worth', 'it', 'buat', 'harga', 'segitu']"""
"Pesanan sdh sampai.. Trmasuk cpt yh pengirimam,y.. Packing ok.. Sesuai pesenan
Next time. Blnja lg d toko ini,5.0,3400.0,Y,""['pesanan', 'sdh', 'sampai', 'trmasuk', 'cpt', 'yh', 'pengirimamy', 'packing', 'ok', 'sesuai', 'pesenan', 'next', 'time', 'blnja', 'lg', 'd', 'toko', 'ini']"""
"Pertama beli bakso aci di toko ini  gak sempet foto video langsung dijual alhamdulillah🤲 habis.. Kata anak anak enak sy tadi nya buat nyoba di makan eeh laku terjual nye... ,5.0,3400.0,Y,""['pertama', 'beli', 'bakso', 'aci', 'di', 'toko', 'ini', 'gak', 'sempet', 'foto', 'video', 'langsung', 'dijual', 'alhamdulillah', 'habis', 'kata', 'anak', 'anak', 'enak', 'sy', 'tadi', 'nya', 'buat', 'nyoba', 'di', 'makan', 'eeh', 'laku', 'terjual', 'nye']"""
"Baso acinya mantap enakkk kenyalll
Murahh tapiii endulll,5.0,3400.0,Y,""['baso', 'acinya', 'mantap', 'enakkk', 'kenyalll', 'murahh', 'tapiii', 'endulll']"""
"Kirain boong.. ternyata nyampe say kerumah. Dateng langsung di coba ternyata lumayan enak dapet jeruk purutnya juga ne.. cuzz borong say..,5.0,3400.0,Y,""['kirain', 'boong', 'ternyata', 'nyampe', 'say', 'kerumah', 'dateng', 'langsung', 'di', 'coba', 'ternyata', 'lumayan', 'enak', 'dapet', 'jeruk', 'purutnya', 'juga', 'ne', 'cuzz', 'borong', 'say']"""
"cocok sama hawa nya,enak makan yang panas""seperti boci ini😍🫰,5.0,3400.0,Y,""['cocok', 'sama', 'hawa', 'nyaenak', 'makan', 'yang', 'panasseperti', 'boci', 'ini']"""
"Lumayan harga 2000 sesuai sm isian, tapi lumayan enak jg rasanya,5.0,3400.0,Y,""['lumayan', 'harga', 'sesuai', 'sm', 'isian', 'tapi', 'lumayan', 'enak', 'jg', 'rasanya']"""
"haha kocak bgtt gaush di beli deh toko ini ga amanah, pesen 5 di kirim cuma 4 ga jujur banget jualannya,bener” kecewa bgtt smph mana lama datengnya,1.0,3400.0,N,""['haha', 'kocak', 'bgtt', 'gaush', 'di', 'beli', 'deh', 'toko', 'ini', 'ga', 'amanah', 'pesen', 'di', 'kirim', 'cuma', 'ga', 'jujur', 'banget', 'jualannyabener', 'kecewa', 'bgtt', 'smph', 'mana', 'lama', 'datengnya']"""
"Bbrp kali beli boci harga flash sale, kali ini dapet yg cuma bayar ongkir🤣 ga berharap banyak karna yaa namanya juga boci rp100 an doang
Pas di masak?? Woww ternyata ena... ,5.0,3400.0,Y,""['bbrp', 'kali', 'beli', 'boci', 'harga', 'flash', 'sale', 'kali', 'ini', 'dapet', 'yg', 'cuma', 'bayar', 'ongkir', 'ga', 'berharap', 'banyak', 'karna', 'yaa', 'namanya', 'juga', 'boci', 'rp', 'an', 'doang', 'pas', 'di', 'masak', 'woww', 'ternyata', 'ena']"""
"Lumayan, tapi kayanya kalo tanpa mie harus 2 bungkus,4.0,3400.0,Y,""['lumayan', 'tapi', 'kayanya', 'kalo', 'tanpa', 'mie', 'harus', 'bungkus']"""
"sudah samapai memang murah tapi aneh waktu di buat warna kuah nya coklat rasanya gak kayak boci,3.0,3400.0,N,""['sudah', 'samapai', 'memang', 'murah', 'tapi', 'aneh', 'waktu', 'di', 'buat', 'warna', 'kuah', 'nya', 'coklat', 'rasanya', 'gak', 'kayak', 'boci']"""
"Ga sesuai yang didekripsi , kecewa bngt asli harusnya klo barangnya gada bisa konfirmasi dlu ka kecustomernya jangan main asal kirim aja, ga amanah ga ga lagi beli disni.... ,1.0,3400.0,N,""['ga', 'sesuai', 'yang', 'didekripsi', 'kecewa', 'bngt', 'asli', 'harusnya', 'klo', 'barangnya', 'gada', 'bisa', 'konfirmasi', 'dlu', 'ka', 'kecustomernya', 'jangan', 'main', 'asal', 'kirim', 'aja', 'ga', 'amanah', 'ga', 'ga', 'lagi', 'beli', 'disni']"""
"Pesen 10 pcs yg D kirim cuma ada 7 pcs 🤦‍♀️,4.0,3400.0,N,""['pesen', 'pcs', 'yg', 'd', 'kirim', 'cuma', 'ada', 'pcs']"""
"Thanks seller udh datang baci nua cepet dikirim nya dan enak rasanya, next beli lagi disni:),5.0,3400.0,Y,""['thanks', 'seller', 'udh', 'datang', 'baci', 'nua', 'cepet', 'dikirim', 'nya', 'dan', 'enak', 'rasanya', 'next', 'beli', 'lagi', 'disni']"""
"Akhirnya dtng juga hampir seminggu kayanya.. emang ga ada jeruk limaw nya apa gimana yaa.. padahal baso aci itu enaknya yg ada jeruk nyaa,3.0,3400.0,Y,""['akhirnya', 'dtng', 'juga', 'hampir', 'seminggu', 'kayanya', 'emang', 'ga', 'ada', 'jeruk', 'limaw', 'nya', 'apa', 'gimana', 'yaa', 'padahal', 'baso', 'aci', 'itu', 'enaknya', 'yg', 'ada', 'jeruk', 'nyaa']"""
"Langsung d bikin mantul banget wortip si Murmer banget,5.0,3400.0,Y,""['langsung', 'd', 'bikin', 'mantul', 'banget', 'wortip', 'si', 'murmer', 'banget']"""
"Wahh hebatt rasanya enak sekalii adikk² ku lahap makannya Sampek kurangg mau beli lagi katanyaa🥰🥰🥰🥰,5.0,3400.0,Y,""['wahh', 'hebatt', 'rasanya', 'enak', 'sekalii', 'adikk', 'ku', 'lahap', 'makannya', 'sampek', 'kurangg', 'mau', 'beli', 'lagi', 'katanyaa']"""
"BESTTT LAH baso aci nya oi♥️♥️♥️♥️♥️hihi😁gak ada yang kurang satupun!pengiriman sangat satset cepat syekaliehhh dan bikin bahagianya dapet gretongan basreng pedas daun j... ,5.0,3400.0,Y,""['besttt', 'lah', 'baso', 'aci', 'nya', 'oihihigak', 'ada', 'yang', 'kurang', 'satupunpengiriman', 'sangat', 'satset', 'cepat', 'syekaliehhh', 'dan', 'bikin', 'bahagianya', 'dapet', 'gretongan', 'basreng', 'pedas', 'daun', 'j']"""
"Baguss bungkusan nya cuman belum dicoba ajj,5.0,3400.0,Y,""['baguss', 'bungkusan', 'nya', 'cuman', 'belum', 'dicoba', 'ajj']"""
"Maaf telat baru kasi ulasan,,,biar bintang yg berbicara baso aci nya enak cocok dilidah apalagi klw ad baso ayam suirnya pasti endol🤭😁 ,, cuma itu yg bisa sy ungkapkan... ,5.0,3400.0,Y,""['maaf', 'telat', 'baru', 'kasi', 'ulasanbiar', 'bintang', 'yg', 'berbicara', 'baso', 'aci', 'nya', 'enak', 'cocok', 'dilidah', 'apalagi', 'klw', 'ad', 'baso', 'ayam', 'suirnya', 'pasti', 'endol', 'cuma', 'itu', 'yg', 'bisa', 'sy', 'ungkapkan']"""
"Makasih seller paket nya sudah sampai ini orderan sy yg kedua next order kembali yeeeeh amanah bgt penjual nya makasih ya 😘👍👍😘
Aku kasih toping mie kuning dn timun ma... ,5.0,3400.0,Y,""['makasih', 'seller', 'paket', 'nya', 'sudah', 'sampai', 'ini', 'orderan', 'sy', 'yg', 'kedua', 'next', 'order', 'kembali', 'yeeeeh', 'amanah', 'bgt', 'penjual', 'nya', 'makasih', 'ya', 'aku', 'kasih', 'toping', 'mie', 'kuning', 'dn', 'timun', 'ma']"""
"Kok kecil yaa di fto kayak besar,3.0,3400.0,N,""['kok', 'kecil', 'yaa', 'di', 'fto', 'kayak', 'besar']"""
"Conya 3 yg dateng 2 yg satuya mana min,1.0,3400.0,N,""['conya', 'yg', 'dateng', 'yg', 'satuya', 'mana', 'min']"""
"Barang real pict tokonya amanah,4.0,3400.0,Y,""['barang', 'real', 'pict', 'tokonya', 'amanah']"""
"Yang di tunggu² akhirnya sampe juga,,, perdana nyoba,5.0,3400.0,Y,""['yang', 'di', 'tunggu', 'akhirnya', 'sampe', 'juga', 'perdana', 'nyoba']"""
"Produknya udah sampai dengan aman dan cepat, gak ada cacat sedikit pun. Jeruknya juga masih bagus bagus. Belum di coba tapi semoga rasanya sesuai,5.0,3400.0,Y,""['produknya', 'udah', 'sampai', 'dengan', 'aman', 'dan', 'cepat', 'gak', 'ada', 'cacat', 'sedikit', 'pun', 'jeruknya', 'juga', 'masih', 'bagus', 'bagus', 'belum', 'di', 'coba', 'tapi', 'semoga', 'rasanya', 'sesuai']"""
"Barangnya baru sampai langsung cobain satu rasanya enak, harganya murah,cocok buat temen ngemil.
Kualitas produk: Sangat enak,5.0,3400.0,Y,""['barangnya', 'baru', 'sampai', 'langsung', 'cobain', 'satu', 'rasanya', 'enak', 'harganya', 'murahcocok', 'buat', 'temen', 'ngemil', 'kualitas', 'produk', 'sangat', 'enak']"""
"Udah sampe baso acinya , rasanya juga enak banget harganya murce, isinya juga lengkap udah dapet jeruknya lagi next bakal order lagi deh buat nyemil di malam hari,5.0,3400.0,Y,""['udah', 'sampe', 'baso', 'acinya', 'rasanya', 'juga', 'enak', 'banget', 'harganya', 'murce', 'isinya', 'juga', 'lengkap', 'udah', 'dapet', 'jeruknya', 'lagi', 'next', 'bakal', 'order', 'lagi', 'deh', 'buat', 'nyemil', 'di', 'malam', 'hari']"""
"Bocinya enak tetapi saat saya masak sedikit keras tapi enk, untuk topping bumbu dll enak,4.0,3400.0,Y,""['bocinya', 'enak', 'tetapi', 'saat', 'saya', 'masak', 'sedikit', 'keras', 'tapi', 'enk', 'untuk', 'topping', 'bumbu', 'dll', 'enak']"""
"Kualitas produk: Bagus bakso aci real no mainan tpi saran gw rasa pedas nya jangan terlalu tajem di tenggorokan enak pokoknya,5.0,3400.0,Y,""['kualitas', 'produk', 'bagus', 'bakso', 'aci', 'real', 'no', 'mainan', 'tpi', 'saran', 'gw', 'rasa', 'pedas', 'nya', 'jangan', 'terlalu', 'tajem', 'di', 'tenggorokan', 'enak', 'pokoknya']"""
"Baru bangett sampee lgsung di eksekusi dong, isinya sesuai pas dan free basreng. Walau ga ada jeruk limaunya gpp rasa tetep enedeuus, enakk cuma kurang banyak bubuk cabe... ,5.0,3400.0,Y,""['baru', 'bangett', 'sampee', 'lgsung', 'di', 'eksekusi', 'dong', 'isinya', 'sesuai', 'pas', 'dan', 'free', 'basreng', 'walau', 'ga', 'ada', 'jeruk', 'limaunya', 'gpp', 'rasa', 'tetep', 'enedeuus', 'enakk', 'cuma', 'kurang', 'banyak', 'bubuk', 'cabe']"""
"Masih bagus dan rapih,5.0,3400.0,Y,""['masih', 'bagus', 'dan', 'rapih']"""
"ini harganya murah tapi buat rasanya ga murahan guys, plis ga lebay ini enak bngt masyaallah, rasa bumbunya berempah ga abal abal, bakso acinya mpuk jeruknya fres pokonya... ,5.0,3400.0,Y,""['ini', 'harganya', 'murah', 'tapi', 'buat', 'rasanya', 'ga', 'murahan', 'guys', 'plis', 'ga', 'lebay', 'ini', 'enak', 'bngt', 'masyaallah', 'rasa', 'bumbunya', 'berempah', 'ga', 'abal', 'abal', 'bakso', 'acinya', 'mpuk', 'jeruknya', 'fres', 'pokonya']"""
"Kualitas produk: Bagus,5.0,3400.0,Y,""['kualitas', 'produk', 'bagus']"""
"udah sampaaai baso acinya....sesuai estimasi, kurirnya ramah
Kualitas produk: kualitasnya oke  ,fressh segar gak ada yg tengik,rasa juga lumayan apalgi fitambah sambal se... ,5.0,3400.0,Y,""['udah', 'sampaaai', 'baso', 'acinyasesuai', 'estimasi', 'kurirnya', 'ramah', 'kualitas', 'produk', 'kualitasnya', 'oke', 'fressh', 'segar', 'gak', 'ada', 'yg', 'tengikrasa', 'juga', 'lumayan', 'apalgi', 'fitambah', 'sambal', 'se']"""
"Kualitas produk: Bagus , ukuran jg sesuai dg harga, enak rasanya,5.0,3400.0,Y,""['kualitas', 'produk', 'bagus', 'ukuran', 'jg', 'sesuai', 'dg', 'harga', 'enak', 'rasanya']"""
"Recomended, harga murmer, kualitas lumayan enak baso aci nya ga bau, pengiriman cepat, toko dan kurir amanah. Langsung di eksekusi pas baru dtng bagi nya.. Mantul lah pok... ,5.0,3400.0,Y,""['recomended', 'harga', 'murmer', 'kualitas', 'lumayan', 'enak', 'baso', 'aci', 'nya', 'ga', 'bau', 'pengiriman', 'cepat', 'toko', 'dan', 'kurir', 'amanah', 'langsung', 'di', 'eksekusi', 'pas', 'baru', 'dtng', 'bagi', 'nya', 'mantul', 'lah', 'pok']"""
"Kualitas produk: Sangat Baik
Kereeeeen banget, 9pcs + ongkir cuman 100 rupiah doang. Pengirimannya juga cepet, beruntung bgt ih. 🥹 Terima kasih banyak ya buat sellernya,... ,5.0,3400.0,Y,""['kualitas', 'produk', 'sangat', 'baik', 'kereeeeen', 'banget', 'pcs', 'ongkir', 'cuman', 'rupiah', 'doang', 'pengirimannya', 'juga', 'cepet', 'beruntung', 'bgt', 'ih', 'terima', 'kasih', 'banyak', 'ya', 'buat', 'sellernya']"""
"Oke pesanan sudah sampai, kemasan rapi aman, rasa jg lumayan enak.,5.0,3400.0,Y,""['oke', 'pesanan', 'sudah', 'sampai', 'kemasan', 'rapi', 'aman', 'rasa', 'jg', 'lumayan', 'enak']"""
"Buat ukuran harga 2500 bisa kemakan udah bagus sih. 
Cmn kyny cukup 1x beli aja krn pnsrn murah kali. Krn baru kali ini makan boci gabisa kemakan kuahnya. Bumbunya ga mas... ,4.0,3400.0,N,""['buat', 'ukuran', 'harga', 'bisa', 'kemakan', 'udah', 'bagus', 'sih', 'cmn', 'kyny', 'cukup', 'x', 'beli', 'aja', 'krn', 'pnsrn', 'murah', 'kali', 'krn', 'baru', 'kali', 'ini', 'makan', 'boci', 'gabisa', 'kemakan', 'kuahnya', 'bumbunya', 'ga', 'mas']"""
"Alhamdulillah sesuai pesanan, kemasan rapih, dapet jeruknya juga masih seger, makasih sukses terus ya 🙏🏼,5.0,3400.0,Y,""['alhamdulillah', 'sesuai', 'pesanan', 'kemasan', 'rapih', 'dapet', 'jeruknya', 'juga', 'masih', 'seger', 'makasih', 'sukses', 'terus', 'ya']"""
"worth it 7rb udh dapet 3pcs dan ga expect sellernya baik bgt, ga ada limaunya, dapet bonus basreng, pdahal ga ada pun jg gpp kk😭, btw makasi bnyak kk,5.0,3400.0,Y,""['worth', 'it', 'rb', 'udh', 'dapet', 'pcs', 'dan', 'ga', 'expect', 'sellernya', 'baik', 'bgt', 'ga', 'ada', 'limaunya', 'dapet', 'bonus', 'basreng', 'pdahal', 'ga', 'ada', 'pun', 'jg', 'gpp', 'kk', 'btw', 'makasi', 'bnyak', 'kk']"""
"Maaf bru kasih ulasan, barang sudah mendarat. 


Paket aman, semuanya aman, bubblewrap nya tebel, packing rapih sekali. baso acinya look nya good, jeruk nipisnya juga dip... ,5.0,3400.0,Y,""['maaf', 'bru', 'kasih', 'ulasan', 'barang', 'sudah', 'mendarat', 'paket', 'aman', 'semuanya', 'aman', 'bubblewrap', 'nya', 'tebel', 'packing', 'rapih', 'sekali', 'baso', 'acinya', 'look', 'nya', 'good', 'jeruk', 'nipisnya', 'juga', 'dip']"""
"Sangat bagus dan sesuai sama di fto, dan sangat cepat sekali proses pengiriman nya the best lah pokoknya,5.0,3400.0,Y,""['sangat', 'bagus', 'dan', 'sesuai', 'sama', 'di', 'fto', 'dan', 'sangat', 'cepat', 'sekali', 'proses', 'pengiriman', 'nya', 'the', 'best', 'lah', 'pokoknya']"""
"Mantap bakso ny,,pengiriman ny cepat ,,murah ,,,enak,,sangat amanah toko ny,5.0,3400.0,Y,""['mantap', 'bakso', 'nypengiriman', 'ny', 'cepat', 'murah', 'enaksangat', 'amanah', 'toko', 'ny']"""
"Enak bgt pas rasa ny apalg ditmbh topping spt telur ..,5.0,3400.0,Y,""['enak', 'bgt', 'pas', 'rasa', 'ny', 'apalg', 'ditmbh', 'topping', 'spt', 'telur']"""
"Enak banget ini bakso aci-nya, apalagi dapet nya pas harga promo.
Ini aku sampe buat lagi sangking enaknya,5.0,3400.0,Y,""['enak', 'banget', 'ini', 'bakso', 'acinya', 'apalagi', 'dapet', 'nya', 'pas', 'harga', 'promo', 'ini', 'aku', 'sampe', 'buat', 'lagi', 'sangking', 'enaknya']"""
"Ini enak bgt.. ditambah bakso dan mie gelas enak bgt .. tapi sayang pengiriman nya aga lama tapii enak bgt,5.0,3400.0,Y,""['ini', 'enak', 'bgt', 'ditambah', 'bakso', 'dan', 'mie', 'gelas', 'enak', 'bgt', 'tapi', 'sayang', 'pengiriman', 'nya', 'aga', 'lama', 'tapii', 'enak', 'bgt']"""
"Kualitas produk: Nice
Rasa enak tidak mengecewakan alhamdulillah,5.0,3400.0,Y,""['kualitas', 'produk', 'nice', 'rasa', 'enak', 'tidak', 'mengecewakan', 'alhamdulillah']"""
"lumayan cepet untuk pengiriman hanya 2 hari saja,pengemasan juga rapih , oke trimakasii semoga enak😍,4.0,3400.0,Y,""['lumayan', 'cepet', 'untuk', 'pengiriman', 'hanya', 'hari', 'sajapengemasan', 'juga', 'rapih', 'oke', 'trimakasii', 'semoga', 'enak']"""
"Masyallah rasanya super endulita.asin pedas gurih nya pas,apalagi ada jeruk limaunya ,suweger...jajan receh tapi enak.
Bkin ketagihan...
Kualitas produk: Sangat baik,5.0,3400.0,Y,""['masyallah', 'rasanya', 'super', 'endulitaasin', 'pedas', 'gurih', 'nya', 'pasapalagi', 'ada', 'jeruk', 'limaunya', 'suwegerjajan', 'receh', 'tapi', 'enak', 'bkin', 'ketagihan', 'kualitas', 'produk', 'sangat', 'baik']"""
"Kualitas produk: Bagus
Beneran 6pcs tapi baso Aci nya kecil banget dan ya padahal beli biar hemat tapi baso nya kecil ini mah jadi buat makan barenga bareng langsung abis,3.0,3400.0,Y,""['kualitas', 'produk', 'bagus', 'beneran', 'pcs', 'tapi', 'baso', 'aci', 'nya', 'kecil', 'banget', 'dan', 'ya', 'padahal', 'beli', 'biar', 'hemat', 'tapi', 'baso', 'nya', 'kecil', 'ini', 'mah', 'jadi', 'buat', 'makan', 'barenga', 'bareng', 'langsung', 'abis']"""
"enak bgt cuma kurang jeruk aja so ya gk asem gitu tapi di tambahin ko apasi namanya syomay keringnya gitu aku gatau namanya,5.0,3400.0,Y,""['enak', 'bgt', 'cuma', 'kurang', 'jeruk', 'aja', 'so', 'ya', 'gk', 'asem', 'gitu', 'tapi', 'di', 'tambahin', 'ko', 'apasi', 'namanya', 'syomay', 'keringnya', 'gitu', 'aku', 'gatau', 'namanya']"""
"Dapat harga promo,baso aci lengkap,enak rasanya,5.0,3400.0,Y,""['dapat', 'harga', 'promobaso', 'aci', 'lengkapenak', 'rasanya']"""
"Alhamdulillah pesanan datang dengan cepat puas banget sm pesenannya,pekingannya rapih banget,5.0,3400.0,Y,""['alhamdulillah', 'pesanan', 'datang', 'dengan', 'cepat', 'puas', 'banget', 'sm', 'pesenannyapekingannya', 'rapih', 'banget']"""
"sesuai banget, enak, aku beli 8 bungkus karna murah,5.0,3400.0,Y,""['sesuai', 'banget', 'enak', 'aku', 'beli', 'bungkus', 'karna', 'murah']"""
"enakk basoo acinya, mana murah lagii 2.500 satunya,5.0,3400.0,Y,""['enakk', 'basoo', 'acinya', 'mana', 'murah', 'lagii', 'satunya']"""
"Harga murah dapet banyak ,rasanya mantul bikin seger,5.0,3400.0,Y,""['harga', 'murah', 'dapet', 'banyak', 'rasanya', 'mantul', 'bikin', 'seger']"""
"Baso acinya dah abis, br sempet review... Enak lah dgn harga murah.. Sesuai harga,5.0,3400.0,Y,""['baso', 'acinya', 'dah', 'abis', 'br', 'sempet', 'review', 'enak', 'lah', 'dgn', 'harga', 'murah', 'sesuai', 'harga']"""
"Aku beli yg ori, blm dimasak udh keliatan enak
gapelit pula jeruk nipis nya dikasi banyak🤗
sukses selalu kakaa,5.0,3400.0,Y,""['aku', 'beli', 'yg', 'ori', 'blm', 'dimasak', 'udh', 'keliatan', 'enak', 'gapelit', 'pula', 'jeruk', 'nipis', 'nya', 'dikasi', 'banyak', 'sukses', 'selalu', 'kakaa']"""
"MANTAP TOKONYA. BELI BASO ACI INSTAN 4PCS DPAT BONUS BASRENG 2 PCS. SEMOGA SEMAKIN SUKSES TOKONYA. DAH BERKAH RIZKINYA. PENGIRIMAN JUGA CEPAT. POKOKNYA RECOMENDED
Kualita... ,5.0,3400.0,Y,""['mantap', 'tokonya', 'beli', 'baso', 'aci', 'instan', 'pcs', 'dpat', 'bonus', 'basreng', 'pcs', 'semoga', 'semakin', 'sukses', 'tokonya', 'dah', 'berkah', 'rizkinya', 'pengiriman', 'juga', 'cepat', 'pokoknya', 'recomended', 'kualita']"""
"Lumayan 15rb dpt 6pcs ,, bisa buat cemilan siang2 panas2 makan yg pedes,5.0,3400.0,Y,""['lumayan', 'rb', 'dpt', 'pcs', 'bisa', 'buat', 'cemilan', 'siang', 'panas', 'makan', 'yg', 'pedes']"""
"Langsung di tester Mantul pisan asli na... kurir ramah udah langganan mantap pokoknya
Kualitas produk: Sangat memuaskan,5.0,3400.0,Y,""['langsung', 'di', 'tester', 'mantul', 'pisan', 'asli', 'na', 'kurir', 'ramah', 'udah', 'langganan', 'mantap', 'pokoknya', 'kualitas', 'produk', 'sangat', 'memuaskan']"""
"Worth it bangett si beli 10 bungkus cmn 4k an isinya ya sesuai harga aja ini aku sekali makan 3 bungkus,4.0,3400.0,Y,""['worth', 'it', 'bangett', 'si', 'beli', 'bungkus', 'cmn', 'k', 'an', 'isinya', 'ya', 'sesuai', 'harga', 'aja', 'ini', 'aku', 'sekali', 'makan', 'bungkus']"""
